"id_identificacion";"id_directorio";"idrph";"region_h";"region_15_h";"r_p_c";"r_p_c_15";"esth";"esth_15";"sech";"tipo";"mesh";"vivh";"hogh";"ano_encuesta";"edadjh";"sexojh";"cursojh";"niveljh";"termino_niveljh";"cinejh";"proveedor";"nacionalidad";"conyugaljh";"informante";"grupo_edad";"totperh";"totmenh";"totmayh";"totfth";"totocuph";"totdesoh";"totffth";"perch";"percocuh";"grujh1";"cisejh";"b8jh";"b9jh";"b10jh";"b11jh";"b12jh";"ram_subcjh1";"ramjh1";"temjh";"b16jh";"meses_empleo";"tme";"b19jh";"hor_habjh";"hor_efejh";"gru_cesjh1";"cise_cesjh";"ram_cesjh1";"ss_t";"svar_t";"reg_t";"ing_t_d";"gan_t";"ing_t_cp";"ing_t_emp";"autoconsumo_t";"ahorroimp_t";"ing_t_i";"ing_t_i_ai";"ing_ot";"ing_t_t";"ing_t_t_ai";"ing_a_p";"ing_a_ob";"ing_a_t";"tipo_vivienda";"vivienda_otro";"div_imp";"alq_imp";"ing_cah";"ing_int";"ing_div";"ing_p_t";"jubvejez_t";"jubinvalidez_t";"montepio_t";"ing_jub";"porfand_t";"pdiscap_t";"pestado_t";"paliment_t";"potras_t";"ing_pen";"suf_t";"subotros_t";"ing_sube";"ing_subc";"becaest_t";"donaciones_t";"remesas_t";"ing_bdr";"salext_t";"otrafuent_t";"ing_otros";"ing_aut";"ing_mon";"ing_total";"ing_prom";"ing_prom_aut";"cse_especificojh";"fact_cal_esi";"decilh";"ing_total_e"
86755;15751;427302;14;14;14107;14107;14039;14039;223;3;12;6;1;2012;54;1;2;3;2;3;"1";"0";1;"0";5;2;0;2;1;1;0;1;1;0;9;2;;;;;;"";1;1;8;0;1;2;16;16;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;73,7007340369801;1;0
112048;5110;560828;6;6;6106;6106;6022;6022;204;2;11;3;1;2012;18;1;4;4;1;5;"1";"0";3;"1";1;1;0;1;1;1;0;0;1;0;7;2;;;;;;"";6;1;2;0;1;2;40;40;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;454,324509409634;1;0
114774;4025;558318;7;7;7301;7301;7022;7022;202;2;10;11;1;2012;50;1;3;3;2;3;"1";"0";4;"1";5;3;0;3;3;3;0;0;1;0;9;3;2;1;1;4;1;"";1;2;8;0;1;2;45;45;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;210,21733592597;1;0
118687;14956;548301;13;13;13301;13301;13471;13471;;1;12;9;1;2012;21;1;4;4;1;5;"1";"0";1;"1";1;1;0;1;1;1;0;0;1;0;9;2;;;;;;"";7;1;6;0;1;2;48;48;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;123,287666080062;1;0
119785;16732;551905;13;13;13501;13501;13411;13411;;1;10;2;1;2012;40;1;4;5;1;5;"1";"0";1;"1";4;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;7;"3";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;180,099772912386;1;0
120429;15130;555017;13;13;13110;13110;13241;13241;;1;10;8;1;2012;27;1;1;7;2;6;"1";"0";2;"0";2;3;1;2;2;1;1;0;1;0;7;3;2;2;;4;1;"";6;2;7;0;1;2;18;18;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;313,846101438127;1;0
121806;15375;561682;11;11;11101;11101;11011;11011;;1;11;2;1;2012;45;1;8;3;1;4;"1";"0";3;"1";5;1;0;1;0;0;0;1;1;0;;0;;;;;;"";;;;;;;;;7;"2";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;35,0884809839082;1;0
122889;16788;567018;5;5;5101;5101;5101;5101;;1;11;23;1;2012;25;2;3;9;2;7;"1";"0";3;"1";2;1;0;1;0;0;0;1;1;0;;0;;;;;;"";;;;;;;;;5;"3";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;38,1171675913971;1;0
123110;15559;568135;3;3;3101;3101;3021;3021;;1;12;7;1;2012;26;1;4;5;1;5;"1";"0";2;"1";2;3;1;2;1;1;0;1;1;0;7;3;1;1;2;2;2;"4";4;4;7;0;1;2;16;16;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;83,1035730829728;1;0
125063;17073;577729;13;13;13401;13401;13381;13381;;1;10;6;1;2012;55;1;8;3;1;4;"1";"0";1;"1";6;2;0;2;2;0;2;0;1;0;;0;;;;;;"";;;;;;;;;7;"3";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;186,66720056508;1;0
126201;17010;583391;6;6;6101;6101;6011;6011;;1;10;5;2;2012;29;2;8;3;1;4;"1";"0";3;"1";2;1;0;1;1;0;1;0;1;0;;0;;;;;;"";;;;;;;;;9;"3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;123,777968978964;1;0
127775;9450;590777;13;13;13121;13121;13221;13221;;1;11;4;1;2012;53;1;4;4;1;5;"1";"0";1;"1";5;1;0;1;1;1;0;0;1;0;7;2;;;;;;"";6;1;2;0;1;2;32;32;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;519,696424068068;1;0
130637;10514;604825;13;13;13123;13123;13291;13291;;1;10;2;1;2012;67;2;2;9;2;7;"0";"40017";1;"1";7;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;456,280432224308;1;0
131468;9141;608945;16;8;16101;8401;16011;8011;;1;10;9;1;2012;23;2;4;8;1;6;"1";"0";3;"1";1;2;0;2;2;0;2;0;1;0;;0;;;;;;"";;;;;;;;;5;"3";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;184,617757619693;1;0
132330;11161;612985;13;13;13119;13119;13131;13131;;1;11;4;1;2012;47;2;4;4;1;5;"1";"0";3;"0";5;2;0;2;2;2;0;0;1;0;9;3;1;2;;2;2;"11";9;3;1;0;1;2;45;45;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;222,681703361645;1;0
134592;13018;647590;2;2;2201;2201;2021;2021;;1;12;4;1;2012;27;1;4;4;1;5;"1";"20014";5;"1";2;1;0;1;0;0;0;1;1;0;;0;;;;;;"";;;;;;;;;7;"3";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;262,294385224273;1;0
134813;15588;624807;5;5;5804;5804;5131;5131;;1;12;6;3;2012;25;2;4;4;1;5;"1";"0";3;"1";2;1;0;1;1;1;0;0;1;0;4;3;2;1;2;4;1;"";4;2;1;0;1;2;45;45;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;62,1608407507312;1;0
134902;13163;648403;7;7;7101;7101;7041;7041;;1;12;15;1;2012;23;1;5;9;1;7;"1";"0";1;"1";1;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;2;"3";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;116,760227886665;1;0
136671;18736;633674;13;13;13302;13302;13332;13332;16;2;10;9;1;2012;64;1;6;3;1;3;"1";"0";4;"1";6;1;0;1;1;1;0;0;1;0;7;3;1;1;3;4;1;"";6;1;1;0;1;2;40;40;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;182,265063678509;1;0
137394;18881;637180;13;13;13119;13119;13131;13131;;1;11;1;1;2012;48;1;4;4;1;5;"1";"0";5;"1";5;1;0;1;1;1;0;0;1;0;8;3;2;2;;4;1;"";9;1;6;0;1;2;72;72;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;189,260302006148;1;0
138152;18347;664412;8;8;8301;8301;8131;8131;;1;11;1;1;2012;41;1;2;8;2;6;"1";"0";3;"1";4;1;0;1;1;1;0;0;1;0;7;3;1;1;2;2;2;"6";6;4;7;0;1;2;45;7;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;582,814836197241;1;0
138585;17280;642585;5;5;5101;5101;5101;5101;;1;11;15;1;2012;45;2;2;9;2;7;"1";"0";5;"1";5;1;0;1;1;1;0;0;1;0;4;3;1;1;3;2;1;"";13;5;1;0;1;2;45;45;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;37,0062297133897;1;0
139234;19036;645644;5;5;5501;5501;5071;5071;;1;12;3;1;2012;32;1;4;4;1;5;"1";"0";3;"1";3;2;0;2;2;2;0;0;1;0;9;1;;;;;;"";7;1;6;0;1;2;70;70;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;272,864503168833;1;0
140853;16386;683343;13;13;13401;13401;13381;13381;;1;10;12;1;2012;23;1;6;3;2;3;"1";"0";2;"0";1;3;1;2;2;1;1;0;1;0;7;3;2;1;2;2;3;"11";6;4;7;0;1;2;45;27;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;59,5696539368189;1;0
140925;19225;653955;7;7;7304;7304;7022;7022;86;2;10;8;1;2012;33;1;4;4;1;5;"1";"0";3;"1";3;1;0;1;1;1;0;0;1;0;8;3;1;2;;2;1;"";4;3;1;0;1;2;45;45;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;294,107827069837;1;0
140982;16389;654241;8;8;8301;8301;8131;8131;;1;10;4;1;2012;62;1;4;6;2;5;"1";"0";2;"1";6;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;7;"3";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;25,1078060062705;1;0
141102;19229;654856;10;10;10201;10201;10119;10119;10;3;10;8;1;2012;26;1;2;10;1;8;"1";"0";2;"1";2;2;0;2;1;0;1;1;1;0;;0;;;;;;"";;;;;;;;;2;"3";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;191,330062534091;1;0
141992;15942;684671;1;1;1401;1401;1032;1032;26;2;10;1;1;2012;51;2;0;0;2;1;"1";"0";5;"1";5;1;0;1;1;1;0;0;1;0;9;3;1;1;3;2;1;"";8;2;1;0;1;2;54;54;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5,82308588644887;1;0
142863;14138;663697;2;2;2101;2101;2011;2011;;1;11;12;1;2012;22;1;4;5;1;5;"1";"0";2;"0";1;3;1;2;1;0;1;1;1;0;;0;;;;;;"";;;;;;;;;7;"3";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;130,723955638681;1;0
144203;6267;670130;5;5;5702;5702;5052;5052;221;2;12;3;1;2012;38;1;4;4;1;5;"1";"0";3;"1";4;1;0;1;1;1;0;0;1;0;9;3;2;1;1;4;4;"11";1;3;8;0;1;2;45;45;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;251,011209015021;1;0
145177;13174;674809;16;8;16101;8401;16011;8011;;1;12;22;1;2012;55;2;5;8;1;6;"0";"0";5;"1";6;2;0;2;1;1;0;1;1;0;;0;;;;;;"";;;;;;;;;5;"2";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;53,1330250471422;1;0
145712;16518;677381;7;7;7101;7101;7041;7041;;1;10;30;1;2012;28;2;3;7;1;6;"1";"0";3;"1";2;1;0;1;1;0;1;0;1;0;;0;;;;;;"";;;;;;;;;5;"3";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;57,7516220219693;1;0
145944;19779;678477;1;1;1401;1401;1049;1049;57;3;10;5;1;2012;64;1;6;3;2;3;"1";"0";2;"1";6;1;0;1;0;0;0;1;1;0;;0;;;;;;"";;;;;;;;;8;"3";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;208,793089158897;1;0
148379;16601;689840;13;13;13110;13110;13241;13241;;1;11;3;1;2012;31;1;2;9;2;7;"1";"0";3;"1";3;1;0;1;1;0;1;0;1;0;;0;;;;;;"";;;;;;;;;4;"3";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1390,96626436764;1;0
148593;19808;690900;5;5;5601;5601;5161;5161;;1;11;3;1;2012;33;2;4;4;1;5;"0";"0";1;"1";3;4;2;2;1;0;1;1;1;0;;0;;;;;;"";;;;;;;;;9;"5";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;64,3076051484118;1;0
149244;19936;694271;8;8;8110;8110;8051;8051;;1;12;3;1;2012;59;2;4;8;1;6;"1";"0";3;"1";6;1;0;1;0;0;0;1;1;0;;0;;;;;;"";;;;;;;;;3;"1";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;205,368445748031;1;0
149287;19985;694456;13;13;13128;13128;13081;13081;;1;12;2;1;2012;43;1;8;3;1;4;"1";"0";6;"1";4;1;0;1;1;0;1;0;1;0;;0;;;;;;"";;;;;;;;;9;"3";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;612,042845079032;1;0
132023;11050;611601;5;5;5109;5109;5111;5111;;1;11;11;1;2012;64;2;2;10;1;8;"0";"0";1;"1";6;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";30000;0;0;0;0;0;210;0;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;210;210;105;105;24;71,7069690290595;1;15058,4634961025
131196;12123;607742;5;5;5501;5501;5071;5071;;1;10;3;1;2012;41;2;5;5;1;5;"1";"0";5;"1";4;3;2;1;1;1;0;0;1;1;5;2;;;;;;"";7;1;1;7;3;2;6;3;;"";;0;0;0;0;15084,3162550681;15084,3162550681;0;0;0;15084,3162550681;15084,3162550681;0;15084,3162550681;15084,3162550681;0;0;0;2;"";30168.6325101363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15084,3162550681;15084,3162550681;15084,3162550681;5028,10541835605;5028,10541835605;1;68,3236841857909;1;1030616,05996987
135826;16167;629403;13;13;13501;13501;13411;13411;;1;10;22;1;2012;35;2;1;4;2;5;"1";"0";6;"1";4;4;1;3;1;1;0;2;1;0;9;3;2;1;1;4;1;"";1;3;8;0;1;2;40;40;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27956,2661260596;0;0;27956,2661260596;0;0;0;27956,2661260596;27956,2661260596;27956,2661260596;6989,06653151491;6989,06653151491;1;22,9649505347047;1;642014,26872
139159;19117;645311;9;9;9102;9102;9059;9059;57;3;12;7;1;2012;61;2;1;3;2;3;"1";"0";1;"1";6;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;9;"5";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;15067.6546391753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15067,6546391753;7533,82731958763;0;21;127,984770001385;1;1928430,31345514
140267;18471;650666;9;9;9201;9201;9061;9061;;1;12;4;1;2012;48;2;5;5;1;5;"1";"0";5;"1";5;2;1;1;1;1;0;0;1;0;9;3;1;1;3;2;2;"11";3;5;7;0;1;2;55;55;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15557,8556701031;0;0;15557,8556701031;0;0;0;15557,8556701031;15557,8556701031;15557,8556701031;7778,92783505154;7778,92783505154;1;13,4240059827023;1;208848,747593483
143619;16430;667083;8;8;8101;8101;8041;8041;;1;11;12;1;2012;71;1;4;12;1;9;"1";"0";5;"1";7;1;0;1;1;1;0;0;1;1;3;3;2;1;1;4;1;"";7;1;1;1;1;2;4;4;;"";;8000;0;0;8000;0;0;0;0;0;0;0;0;8000;8000;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8000;8000;8000;8000;8000;3;60,8004709730057;1;486403,767784046
91021;15947;407533;7;7;7201;7201;7119;7119;33;3;10;9;1;2012;56;1;0;0;2;1;"1";"0";1;"0";6;3;0;3;3;3;0;0;1;0;9;3;2;1;1;4;1;"";1;1;8;0;1;1;45;36;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;20112.4216734242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7787,52967194985;0;7787,52967194985;0;0;0;0;0;0;0;0;0;7787,52967194985;27899,9513453741;9299,98378179135;0;1;29,9042240784687;1;834326,39681044
144315;16488;670613;13;13;13401;13401;13381;13381;;1;12;6;1;2012;42;1;7;3;2;4;"1";"0";1;"0";4;4;2;2;1;0;1;1;1;0;;0;;;;;;"";;;;;;;;;9;"3";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";30135.3092783505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39124,6720360825;0;0;39124,6720360825;0;0;0;39124,6720360825;39124,6720360825;39124,6720360825;9781,16800902061;9781,16800902061;8;203,451737993195;1;7959982,52415472
124102;15674;572722;10;10;10301;10301;10041;10041;;1;12;3;1;2012;34;2;4;5;1;5;"1";"0";3;"0";3;2;0;2;1;0;1;1;2;0;;0;;;;;;"";;;;;;;;;5;"3";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20090,206185567;0;20090,206185567;0;0;0;20090,206185567;20090,206185567;20090,206185567;10045,1030927835;10045,1030927835;8;143,740723542194;1;2887780,77322526
91587;15947;477560;7;7;7201;7201;7119;7119;33;3;10;8;1;2012;54;1;0;0;2;1;"1";"0";3;"1";5;1;0;1;1;1;0;0;1;0;6;3;2;1;2;4;1;"";1;1;9;0;1;2;8;8;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"";0;10056.2108367121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10056,2108367121;10056,2108367121;0;1;35,2430066666426;1;354411,105559408
130971;15074;606470;8;8;8106;8106;8071;8071;;1;10;1;1;2012;22;1;8;3;1;4;"1";"0";1;"0";1;2;0;2;2;1;1;0;1;0;9;3;1;1;1;2;1;"";4;4;1;0;1;2;60;48;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20112,4216734242;0;20112,4216734242;0;0;0;20112,4216734242;20112,4216734242;20112,4216734242;10056,2108367121;10056,2108367121;1;35,8373377382706;1;720775,648245017
134965;15653;625526;9;9;9101;9101;9031;9031;;1;12;2;1;2012;40;2;7;3;2;4;"1";"0";3;"1";4;3;1;2;2;1;1;0;1;1;5;1;;;;;;"";7;1;5;0;1;2;77;77;;"";;0;0;0;0;0;0;0;0;0;0;0;10045,1030927835;10045,1030927835;10045,1030927835;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23666,2628865979;0;23666,2628865979;0;0;0;0;0;0;0;0;10045,1030927835;33711,3659793814;33711,3659793814;11237,1219931271;3348,3676975945;1;188,458009472582;1;6353176,92907594
122526;15419;564987;4;4;4301;4301;4051;4051;;1;11;1;1;2012;55;2;6;3;2;3;"1";"0";3;"1";6;2;0;2;1;1;0;1;1;1;9;3;2;1;1;4;2;"1";1;3;8;0;1;2;45;45;;"";;0;0;0;0;0;0;0;0;0;0;0;15000;15000;15000;0;0;0;3;"";0;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;3000;0;0;0;0;0;0;0;0;15000;18000;23000;11500;7500;1;69,2759668704906;1;1593347,23802128
146815;6674;682360;9;9;9211;9211;9029;9029;918;3;10;1;1;2012;55;2;7;3;2;4;"1";"0";4;"1";6;1;0;1;0;0;0;1;1;0;;0;;;;;;"";;;;;;;;;9;"3";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;10056.2108367121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011,24216734242;2011,24216734242;0;0;0;0;0;0;0;0;0;2011,24216734242;12067,4530040545;12067,4530040545;0;25;64,3649164916121;1;776720,604872422
142237;14180;660574;6;6;6101;6101;6011;6011;;1;11;7;1;2012;43;2;2;8;2;6;"1";"0";5;"1";4;3;0;3;2;2;0;1;2;1;9;3;1;1;3;2;3;"11";7;5;1;1;1;2;24;24;;"";;4316;0;0;4316;0;0;0;0;0;0;0;0;4316;4316;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33191;0;0;33191;0;0;0;37507;37507;37507;12502,3333333333;12502,3333333333;1;37,6556658173482;1;1412351,05781128
142138;19218;660058;7;7;7403;7403;7099;7099;154;3;10;4;1;2012;35;1;5;3;2;3;"1";"0";2;"1";4;4;2;2;1;0;1;1;1;1;;0;;;;;;"";;;;;;;;;9;"3";1;0;0;0;0;0;0;0;0;0;0;0;20112,4216734242;20112,4216734242;20112,4216734242;0;0;0;3;"";0;30168.6325101363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20112,4216734242;20112,4216734242;50281,0541835605;12570,2635458901;5028,10541835605;8;149,273516989762;1;7505629,79593286
131856;18311;610955;5;5;5801;5801;5121;5121;;1;11;1;1;2012;35;2;5;9;1;7;"1";"0";6;"1";4;3;1;2;2;1;1;0;1;0;;0;;;;;;"";;;;;;;;;2;"3";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";180000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38719;0;0;38719;0;0;0;38719;38719;38719;12906,3333333333;12906,3333333333;8;287,388522083875;1;11127396,1865655
115533;3674;530270;3;3;3202;3202;3012;3012;214;2;10;4;1;2012;44;1;4;4;1;5;"1";"0";1;"0";4;3;1;2;1;1;0;1;1;0;8;3;1;1;3;2;1;"";3;5;7;0;1;2;48;60;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38936,6427386656;0;0;38936,6427386656;0;0;0;38936,6427386656;38936,6427386656;38936,6427386656;12978,8809128885;12978,8809128885;1;150,052243460516;1;5842530,59575739
